gender,weight_class,red_fid,r_fighter,blue_fid,b_fighter,rounds,Referee,bout_month,bout_day,bout_year,city,country,is_title_bout,winner,win_by,last_round
M,170.0,807,Rafael Dos Anjos,539,Michael Chiesa,3.0,Kevin MacDonald,1.0,25.0,2020.0,Raleigh,USA,0.0,blue,Decision - Unanimous,3
M,135.0,1483,Montel Jackson,582,Felipe Colares,3.0,Dan Miragliotta,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
M,145.0,63,Arnold Allen,1797,Nik Lentz,3.0,Wayne Spinola,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
F,135.0,2053,Sara McMann,1744,Lina Lansberg,3.0,Larry Carter,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Decision - Unanimous,3
F,115.0,559,Hannah Cifers,1356,Angela Hill,3.0,Kevin MacDonald,1.0,25.0,2020.0,Raleigh,USA,0.0,blue,KO/TKO,2
M,135.0,1515,Brett Johns,1190,Tony Gravely,3.0,Wayne Spinola,1.0,25.0,2020.0,Raleigh,USA,0.0,red,Submission,3
M,145.0,411,Herbert Burns,1736,Nate Landwehr,3.0,Larry Carter,1.0,25.0,2020.0,Raleigh,USA,0.0,red,KO/TKO,1
M,155.0,2519,Anthony Pettis,952,Diego Ferreira,3.0,Herb Dean,1.0,18.0,2020.0,Las Vegas,USA,0.0,blue,Submission,2
M,125.0,877,Tim Elliott,146,Askar Askarov,3.0,Keith Peterson,1.0,18.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,265.0,2373,Aleksei Oleinik,1203,Maurice Greene,3.0,Keith Peterson,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Submission,2
F,135.0,1377,Holly Holm,2488,Raquel Pennington,3.0,Jason Herzog,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,2040,Conor McGregor,522,Donald Cerrone,5.0,Herb Dean,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
F,125.0,2152,Roxanne Modafferi,194,Maycee Barber,3.0,Jason Herzog,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,145.0,963,Andre Fili,3564,Sodiq Yusuff,3.0,Chris Tognoni,1.0,18.0,2020.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
M,135.0,1615,Brian Kelleher,2396,Ode Osbourne,3.0,Mark Smith,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Submission,1
M,155.0,788,Drew Dober,1265,Nasrat Haqparast,3.0,Mark Smith,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,205.0,457,Aleksa Camur,1773,Justin Ledet,3.0,Herb Dean,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
F,125.0,2017,Sabina Mazo,48,JJ Aldrich,3.0,Chris Tognoni,1.0,18.0,2020.0,Las Vegas,USA,0.0,red,Decision - Split,3
M,145.0,542,Dooho Choi,1566,Charles Jourdain,3.0,Peter Hickmott,12.0,21.0,2019.0,Busan,South Korea,0.0,blue,KO/TKO,2
M,205.0,2363,Volkan Oezdemir,2610,Aleksandar Rakic,3.0,Greg Kleynjans,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Split,3
M,145.0,855,Frankie Edgar,1575,Chan Sung Jung,5.0,Marc Goddard,12.0,21.0,2019.0,Busan,South Korea,0.0,blue,KO/TKO,1
M,205.0,1576,Da-Un Jung,2732,Mike Rodriguez,3.0,Marc Goddard,12.0,21.0,2019.0,Busan,South Korea,0.0,red,KO/TKO,1
M,145.0,545,SeungWoo Choi,2158,Suman Mokhtarian,3.0,Greg Kleynjans,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Unanimous,3
M,135.0,1591,Kyung Ho Kang,2547,Pingyuan Liu,3.0,Peter Hickmott,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Split,3
M,265.0,1066,Ciryl Gane,320,Tanner Boser,3.0,Marc Goddard,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Unanimous,3
M,155.0,1887,Dong Hyun Ma,2186,Omar Morales,3.0,Thomas Fan,12.0,21.0,2019.0,Busan,South Korea,0.0,blue,Decision - Unanimous,3
F,115.0,1185,Miranda Granger,1794,Amanda Lemos,3.0,Greg Kleynjans,12.0,21.0,2019.0,Busan,South Korea,0.0,blue,Submission,1
M,125.0,2439,Alexandre Pantoja,2903,Matt Schnell,3.0,Marc Goddard,12.0,21.0,2019.0,Busan,South Korea,0.0,red,KO/TKO,1
M,135.0,33,Heili Alateng,256,Ryan Benoit,3.0,Thomas Fan,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Split,3
M,185.0,2446,Junyong Park,214,Marc-Andre Barriault,3.0,Thomas Fan,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Unanimous,3
M,135.0,203,Raoni Barcelos,2343,Said Nurmagomedov,3.0,Peter Hickmott,12.0,21.0,2019.0,Busan,South Korea,0.0,red,Decision - Unanimous,3
M,170.0,2285,Geoff Neal,2514,Mike Perry,3.0,Chris Tognoni,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,KO/TKO,1
M,185.0,1312,Ian Heinisch,27,Omari Akhmedov,3.0,Marc Goddard,12.0,14.0,2019.0,Las Vegas,USA,0.0,blue,Decision - Unanimous,3
F,135.0,2336,Amanda Nunes,731,Germaine de Randamie,5.0,Keith Peterson,12.0,14.0,2019.0,Las Vegas,USA,1.0,red,Decision - Unanimous,5
M,145.0,1376,Max Holloway,3394,Alexander Volkanovski,5.0,Jason Herzog,12.0,14.0,2019.0,Las Vegas,USA,1.0,blue,Decision - Unanimous,5
M,135.0,3535,Petr Yan,927,Urijah Faber,3.0,Keith Peterson,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,KO/TKO,3
M,170.0,3323,Kamaru Usman,640,Colby Covington,5.0,Marc Goddard,12.0,14.0,2019.0,Las Vegas,USA,1.0,red,KO/TKO,5
M,135.0,2179,Marlon Moraes,49,Jose Aldo,3.0,Marc Goddard,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,Decision - Split,3
F,135.0,3375,Ketlen Vieira,47,Irene Aldana,3.0,Jason Herzog,12.0,14.0,2019.0,Las Vegas,USA,0.0,blue,KO/TKO,1
M,125.0,2194,Brandon Moreno,1600,Kai Kara-France,3.0,Chris Tognoni,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,170.0,374,Matt Brown,2883,Ben Saunders,3.0,Keith Peterson,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,KO/TKO,2
M,145.0,1391,Chase Hooper,3228,Daniel Teymur,3.0,Jason Herzog,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,KO/TKO,1
F,125.0,924,Jessica Eye,129,Viviane Araujo,3.0,Marc Goddard,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,Decision - Unanimous,3
M,185.0,3061,Punahele Soriano,2537,Oskar Piechota,3.0,Chris Tognoni,12.0,14.0,2019.0,Las Vegas,USA,0.0,red,KO/TKO,1
F,115.0,2730,Marina Rodriguez,443,Cynthia Calvillo,3.0,Fernando Yamasaki,12.0,7.0,2019.0,Washington,USA,0.0,none,Decision - Majority,3
M,265.0,2410,Alistair Overeem,2777,Jairzinho Rozenstruik,5.0,Dan Miragliotta,12.0,7.0,2019.0,Washington,USA,0.0,blue,KO/TKO,5
F,135.0,1724,Aspen Ladd,1708,Yana Kunitskaya,3.0,Keith Peterson,12.0,7.0,2019.0,Washington,USA,0.0,red,KO/TKO,3
M,135.0,989,Rob Font,3004,Ricky Simon,3.0,Fernando Yamasaki,12.0,7.0,2019.0,Washington,USA,0.0,red,Decision - Unanimous,3
M,135.0,3101,Cody Stamann,3057,Song Yadong,3.0,Kevin Mulhall,12.0,7.0,2019.0,Washington,USA,0.0,none,Decision - Majority,3
M,265.0,3151,Stefan Struve,2768,Ben Rothwell,3.0,Dan Miragliotta,12.0,7.0,2019.0,Washington,USA,0.0,blue,KO/TKO,2
M,170.0,83,Thiago Alves,2057,Tim Means,3.0,Keith Peterson,12.0,7.0,2019.0,Washington,USA,0.0,blue,Submission,1
M,145.0,2595,Billy Quarantillo,1640,Jacob Kilburn,3.0,Kevin Mulhall,12.0,7.0,2019.0,Washington,USA,0.0,red,Submission,2
M,155.0,3051,Joe Solecki,3494,Matt Wiman,3.0,Fernando Yamasaki,12.0,7.0,2019.0,Washington,USA,0.0,red,Decision - Unanimous,3
M,145.0,2140,Bryce Mitchell,2887,Matt Sayles,3.0,Dan Miragliotta,12.0,7.0,2019.0,Washington,USA,0.0,red,Submission,1
F,115.0,1488,Virna Jandiroba,1974,Mallory Martin,3.0,Keith Peterson,12.0,7.0,2019.0,Washington,USA,0.0,red,Submission,2
M,185.0,2229,Makhmud Muradov,3032,Trevor Smith,3.0,Kevin Mulhall,12.0,7.0,2019.0,Washington,USA,0.0,red,KO/TKO,3
M,170.0,2177,Sergio Moraes,1694,James Krause,3.0,Fernando Portella,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,blue,KO/TKO,3
M,155.0,2375,Charles Oliveira,1159,Jared Gordon,3.0,Osiris Maia,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,KO/TKO,1
M,205.0,286,Jan Blachowicz,3077,Jacare Souza,5.0,Kevin MacDonald,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,Decision - Split,5
M,145.0,2621,Ricardo Ramos,1064,Eduardo Garagorri,3.0,Camila Albuquerque,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,Submission,1
M,185.0,139,Antonio Arroyo,2223,Andre Muniz,3.0,Camila Albuquerque,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,blue,Decision - Unanimous,3
M,205.0,2782,Mauricio Rua,644,Paul Craig,3.0,Jerin Valel,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,none,Decision - Split,3
M,185.0,2502,Markus Perez,3303,Wellington Turman,3.0,Eduardo Herdy,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,blue,Decision - Unanimous,3
M,170.0,85,Warlley Alves,378,Randy Brown,3.0,Kevin MacDonald,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,blue,Submission,2
F,125.0,1837,Ariane Lipski,730,Isabela de Padua,3.0,Fernando Portella,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,Decision - Unanimous,3
M,145.0,2998,Douglas Silva de Andrade,199,Renan Barao,3.0,Osiris Maia,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,Decision - Unanimous,3
F,135.0,2076,Vanessa Melo,624,Tracy Cortez,3.0,Jerin Valel,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,blue,Decision - Unanimous,3
M,155.0,3288,Francisco Trinaldo,1201,Bobby Green,3.0,Eduardo Herdy,11.0,16.0,2019.0,Sao Paulo,Brazil,0.0,red,Decision - Unanimous,3
M,265.0,3396,Alexander Volkov,1273,Greg Hardy,3.0,Leon Roberts,11.0,9.0,2019.0,Moscow,Russia,0.0,red,Decision - Unanimous,3
M,205.0,1061,Shamil Gamzatov,8,Klidson Abreu,3.0,Leon Roberts,11.0,9.0,2019.0,Moscow,Russia,0.0,red,Decision - Split,3
M,170.0,1439,Zelim Imadaev,2709,Danny Roberts,3.0,Rich Mitchell,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,KO/TKO,2
M,170.0,1631,Rustam Khabilov,1630,Sergey Khandozhko,3.0,Rich Mitchell,11.0,9.0,2019.0,Moscow,Russia,0.0,red,Decision - Unanimous,3
M,205.0,1429,Khadis Ibragimov,1326,Ed Herman,3.0,VyacheslavKiselev,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Decision - Unanimous,3
M,170.0,882,Ramazan Emeev,1976,Anthony Rocco Martin,3.0,Marc Goddard,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Decision - Unanimous,3
M,145.0,1918,Zabit Magomedsharipov,1605,Calvin Kattar,3.0,Marc Goddard,11.0,9.0,2019.0,Moscow,Russia,0.0,red,Decision - Unanimous,3
M,205.0,112,Magomed Ankalaev,1878,Dalcha Lungiambula,3.0,Marc Goddard,11.0,9.0,2019.0,Moscow,Russia,0.0,red,KO/TKO,3
M,170.0,2344,Abubakar Nurmagomedov,3574,David Zawada,3.0,Marc Goddard,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Submission,1
M,185.0,1682,Roman Kopylov,2701,Karl Roberson,3.0,VyacheslavKiselev,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Submission,3
M,155.0,3525,Alexander Yakovlev,2711,Roosevelt Roberts,3.0,Leon Roberts,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Decision - Unanimous,3
F,135.0,567,Jessica-Rose Clark,1641,Pannie Kianzad,3.0,Rich Mitchell,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Decision - Unanimous,3
M,135.0,2558,Grigory Popov,1188,Davey Grant,3.0,VyacheslavKiselev,11.0,9.0,2019.0,Moscow,Russia,0.0,blue,Decision - Split,3
M,155.0,1784,Kevin Lee,1106,Gregor Gillespie,3.0,Dan Miragliotta,11.0,2.0,2019.0,New York City,USA,0.0,red,KO/TKO,1
M,170.0,3247,Stephen Thompson,1882,Vicente Luque,3.0,Keith Peterson,11.0,2.0,2019.0,New York City,USA,0.0,red,Decision - Unanimous,3
M,170.0,1994,Jorge Masvidal,769,Nate Diaz,5.0,Dan Miragliotta,11.0,2.0,2019.0,New York City,USA,0.0,red,TKO - Doctor's Stoppage,3
M,145.0,405,Shane Burgos,94,Makwan Amirkhani,3.0,Keith Peterson,11.0,2.0,2019.0,New York City,USA,0.0,red,KO/TKO,3
M,205.0,102,Corey Anderson,3412,Johnny Walker,3.0,Kevin MacDonald,11.0,2.0,2019.0,New York City,USA,0.0,red,KO/TKO,1
M,185.0,1082,Kelvin Gastelum,3255,Darren Till,3.0,Kevin MacDonald,11.0,2.0,2019.0,New York City,USA,0.0,blue,Decision - Split,3
M,265.0,1815,Derrick Lewis,1470,Blagoy Ivanov,3.0,Todd Ronald Anderson,11.0,2.0,2019.0,New York City,USA,0.0,red,Decision - Split,3
M,185.0,3210,Brad Tavares,2943,Edmen Shahbazyan,3.0,Todd Ronald Anderson,11.0,2.0,2019.0,New York City,USA,0.0,blue,KO/TKO,1
M,265.0,133,Andrei Arlovski,2777,Jairzinho Rozenstruik,3.0,Dan Miragliotta,11.0,2.0,2019.0,New York City,USA,0.0,blue,KO/TKO,1
F,125.0,552,Katlyn Chookagian,1924,Jennifer Maia,3.0,Kevin MacDonald,11.0,2.0,2019.0,New York City,USA,0.0,red,Decision - Unanimous,3
M,145.0,128,Julio Arce,713,Hakeem Dawodu,3.0,Todd Ronald Anderson,11.0,2.0,2019.0,New York City,USA,0.0,blue,Decision - Split,3
M,170.0,1151,Lyman Good,2650,Chance Rencountre,3.0,Keith Peterson,11.0,2.0,2019.0,New York City,USA,0.0,red,KO/TKO,3
M,265.0,1066,Ciryl Gane,2012,Don'Tale Mayes,3.0,Herb Dean,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Submission,3
M,155.0,1527,Michael Johnson,2630,Stevie Ray,3.0,Leon Roberts,10.0,26.0,2019.0,Kallang,Singapore,0.0,blue,Decision - Majority,3
M,145.0,219,Enrique Barzola,921,Movsar Evloev,3.0,Leon Roberts,10.0,26.0,2019.0,Kallang,Singapore,0.0,blue,Decision - Unanimous,3
F,115.0,1956,Randa Markos,3548,Ashley Yoder,3.0,Daniel Movahedi,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Decision - Split,3
M,155.0,444,Frank Camacho,699,Beneil Dariush,3.0,Kevin Sataki,10.0,26.0,2019.0,Kallang,Singapore,0.0,blue,Submission,1
M,170.0,2815,Muslim Salikhov,3110,Laureano Staropoli,3.0,Thomas Fan,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Decision - Unanimous,3
M,170.0,1927,Demian Maia,149,Ben Askren,5.0,Herb Dean,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Submission,3
M,155.0,3463,Alex White,979,Rafael Fiziev,3.0,Kevin Sataki,10.0,26.0,2019.0,Kallang,Singapore,0.0,blue,Decision - Unanimous,3
M,265.0,1203,Maurice Greene,2463,Sergei Pavlovich,3.0,Herb Dean,10.0,26.0,2019.0,Kallang,Singapore,0.0,blue,KO/TKO,1
F,115.0,1853,Loma Lookboonmee,38,Aleksandra Albu,3.0,Daniel Movahedi,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Decision - Split,3
M,265.0,2511,Raphael Pessoa,1416,Jeff Hughes,3.0,Thomas Fan,10.0,26.0,2019.0,Kallang,Singapore,0.0,red,Decision - Unanimous,3
F,125.0,194,Maycee Barber,2714,Gillian Robertson,3.0,Gary Forman,10.0,18.0,2019.0,Boston,USA,0.0,red,KO/TKO,1
M,265.0,1273,Greg Hardy,3064,Ben Sosoli,3.0,Bryan Miner,10.0,18.0,2019.0,Boston,USA,0.0,none,Overturned,3
M,185.0,3497,Deron Winn,3123,Darren Stewart,3.0,Steve Rita,10.0,18.0,2019.0,Boston,USA,0.0,blue,Decision - Split,3
F,125.0,2021,Molly McCann,239,Diana Belbita,3.0,Bryan Miner,10.0,18.0,2019.0,Boston,USA,0.0,red,Decision - Unanimous,3
M,145.0,2757,Charles Rosa,265,Manny Bermudez,3.0,Kevin MacDonald,10.0,18.0,2019.0,Boston,USA,0.0,red,Submission,1
M,155.0,1752,Joe Lauzon,2468,Jonathan Pearce,3.0,Herb Dean,10.0,18.0,2019.0,Boston,USA,0.0,red,KO/TKO,1
M,205.0,2656,Dominick Reyes,3451,Chris Weidman,5.0,Herb Dean,10.0,18.0,2019.0,Boston,USA,0.0,red,KO/TKO,1
M,145.0,2729,Yair Rodriguez,3119,Jeremy Stephens,3.0,Kevin MacDonald,10.0,18.0,2019.0,Boston,USA,0.0,red,Decision - Unanimous,3
M,135.0,629,Randy Costa,2818,Boston Salmon,3.0,Herb Dean,10.0,18.0,2019.0,Boston,USA,0.0,red,KO/TKO,1
M,185.0,66,Brendan Allen,1369,Kevin Holland,3.0,Steve Rita,10.0,18.0,2019.0,Boston,USA,0.0,red,Submission,2
M,145.0,299,Kyle Bochniak,3509,Sean Woodson,3.0,Steve Rita,10.0,18.0,2019.0,Boston,USA,0.0,blue,Decision - Unanimous,3
M,265.0,3090,Daniel Spitz,320,Tanner Boser,3.0,Gary Forman,10.0,18.0,2019.0,Boston,USA,0.0,blue,Decision - Unanimous,3
M,170.0,2037,Court McGee,342,Sean Brady,3.0,Bryan Miner,10.0,18.0,2019.0,Boston,USA,0.0,blue,Decision - Unanimous,3
M,205.0,3080,Ryan Spann,566,Devin Clark,3.0,Michael Cardoso,10.0,12.0,2019.0,Tampa,USA,0.0,red,Submission,2
F,115.0,755,Mackenzie Dern,2665,Amanda Ribas,3.0,Michael Cardoso,10.0,12.0,2019.0,Tampa,USA,0.0,blue,Decision - Unanimous,3
M,155.0,708,Mike Davis,1102,Thomas Gifford,3.0,Andrew Glenn,10.0,12.0,2019.0,Tampa,USA,0.0,red,KO/TKO,3
M,145.0,3169,Cub Swanson,1183,Kron Gracie,3.0,Kevin MacDonald,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Unanimous,3
M,155.0,1021,Matt Frevola,2480,Luis Pena,3.0,Herb Dean,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Split,3
M,185.0,96,Eryk Anders,2068,Gerald Meerschaert,3.0,Kevin MacDonald,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Split,3
F,115.0,1499,Joanna Jedrzejczyk,3438,Michelle Waterson,5.0,Herb Dean,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Unanimous,5
M,170.0,2575,Niko Price,3374,James Vick,3.0,Herb Dean,10.0,12.0,2019.0,Tampa,USA,0.0,red,KO/TKO,1
M,170.0,1198,Max Griffin,2199,Alex Morono,3.0,Herb Dean,10.0,12.0,2019.0,Tampa,USA,0.0,blue,Decision - Unanimous,3
M,125.0,958,Deiveson Figueiredo,877,Tim Elliott,3.0,Kevin MacDonald,10.0,12.0,2019.0,Tampa,USA,0.0,red,Submission,1
M,135.0,3366,Marlon Vera,920,Andre Ewell,3.0,Andrew Glenn,10.0,12.0,2019.0,Tampa,USA,0.0,red,KO/TKO,3
M,170.0,177,Miguel Baeza,46,Hector Aldana,3.0,Michael Cardoso,10.0,12.0,2019.0,Tampa,USA,0.0,red,KO/TKO,2
M,185.0,3369,Marvin Vettori,2833,Andrew Sanchez,3.0,Herb Dean,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Unanimous,3
F,125.0,48,JJ Aldrich,2215,Lauren Mueller,3.0,Kevin MacDonald,10.0,12.0,2019.0,Tampa,USA,0.0,red,Decision - Unanimous,3
M,265.0,3179,Justin Tafa,719,Yorgan De Castro,3.0,Jim Perdios,10.0,5.0,2019.0,Melbourne,Australia,0.0,blue,KO/TKO,1
M,185.0,3470,Robert Whittaker,14,Israel Adesanya,5.0,Marc Goddard,10.0,5.0,2019.0,Melbourne,Australia,1.0,blue,KO/TKO,2
M,170.0,2001,Jake Matthews,26,Rostem Akman,3.0,Greg Kleynjans,10.0,5.0,2019.0,Melbourne,Australia,0.0,red,Decision - Unanimous,3
M,265.0,3298,Tai Tuivasa,3092,Serghei Spivac,3.0,Steve Perceval,10.0,5.0,2019.0,Melbourne,Australia,0.0,blue,Submission,2
M,155.0,2674,Brad Riddell,2220,Jamie Mullarkey,3.0,Marc Goddard,10.0,5.0,2019.0,Melbourne,Australia,0.0,red,Decision - Unanimous,3
M,155.0,1430,Al Iaquinta,1392,Dan Hooker,3.0,John Sharp,10.0,5.0,2019.0,Melbourne,Australia,0.0,blue,Decision - Unanimous,3
M,170.0,2562,Callan Potter,2548,Maki Pitolo,3.0,Steve Perceval,10.0,5.0,2019.0,Melbourne,Australia,0.0,red,Decision - Unanimous,3
M,170.0,1573,Luke Jumeau,1827,Dhiego Lima,3.0,Marc Goddard,10.0,5.0,2019.0,Melbourne,Australia,0.0,blue,Decision - Split,3
F,145.0,103,Megan Anderson,932,Zarah Fairn,3.0,John Sharp,10.0,5.0,2019.0,Melbourne,Australia,0.0,red,Submission,1
M,135.0,3183,Khalid Taha,2996,Bruno Silva,3.0,Greg Kleynjans,10.0,5.0,2019.0,Melbourne,Australia,0.0,none,Overturned,3
F,125.0,1602,Nadia Kassem,1649,Ji Yeon Kim,3.0,Jim Perdios,10.0,5.0,2019.0,Melbourne,Australia,0.0,blue,KO/TKO,2
M,205.0,675,Ion Cutelaba,2769,Khalil Rountree Jr.,3.0,Marc Goddard,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,red,KO/TKO,1
M,205.0,2372,Michal Oleksiejczuk,2799,Ovince Saint Preux,3.0,Leon Roberts,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Submission,2
M,185.0,93,Alen Amedovski,2529,John Phillips,3.0,Neil Hall,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,KO/TKO,1
M,170.0,683,Nicolas Dalby,2380,Alex Oliveira,3.0,Rebin Saber,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,red,Decision - Unanimous,3
M,170.0,2292,Gunnar Nelson,412,Gilbert Burns,3.0,Neil Hall,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Decision - Unanimous,3
M,185.0,1329,Jack Hermansson,464,Jared Cannonier,5.0,Marc Goddard,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,KO/TKO,2
M,155.0,1902,Mark Madsen,241,Danilo Belluardo,3.0,Leon Roberts,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,red,KO/TKO,1
M,185.0,757,Alessio Di Chirico,2229,Makhmud Muradov,3.0,Mikkel Birch Olsen,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Decision - Unanimous,3
M,170.0,183,Siyar Bahadurzada,2279,Ismail Naurdiev,3.0,Marc Goddard,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Decision - Unanimous,3
F,135.0,537,Macy Chiasson,1744,Lina Lansberg,3.0,Leon Roberts,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Decision - Unanimous,3
M,145.0,714,Brandon Davis,538,Giga Chikadze,3.0,Rebin Saber,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,blue,Decision - Split,3
M,155.0,766,Marc Diakiese,3341,Lando Vannata,3.0,Neil Hall,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,red,Decision - Unanimous,3
M,135.0,2964,Jack Shore,1334,Nohelin Hernandez,3.0,Mikkel Birch Olsen,9.0,28.0,2019.0,Copenhagen,Denmark,0.0,red,Submission,3
M,145.0,348,Martin Bravo,2517,Steven Peterson,3.0,Herb Dean,9.0,21.0,2019.0,Mexico City,Mexico,0.0,blue,KO/TKO,2
M,135.0,2602,Jose Quinonez,1409,Carlos Huachin,3.0,Dan Miragliotta,9.0,21.0,2019.0,Mexico City,Mexico,0.0,red,Decision - Unanimous,3
F,115.0,906,Carla Esparza,1191,Alexa Grasso,3.0,Jason Herzog,9.0,21.0,2019.0,Mexico City,Mexico,0.0,red,Decision - Majority,3
F,115.0,483,Ariane Carnelossi,1356,Angela Hill,3.0,Fernando Salas Navarro,9.0,21.0,2019.0,Mexico City,Mexico,0.0,blue,TKO - Doctor's Stoppage,3
M,145.0,2657,Marco Polo Reyes,2291,Kyle Nelson,3.0,Jason Herzog,9.0,21.0,2019.0,Mexico City,Mexico,0.0,blue,KO/TKO,1
M,125.0,2194,Brandon Moreno,146,Askar Askarov,3.0,Dan Miragliotta,9.0,21.0,2019.0,Mexico City,Mexico,0.0,none,Decision - Split,3
F,135.0,47,Irene Aldana,2076,Vanessa Melo,3.0,Fernando Salas Navarro,9.0,21.0,2019.0,Mexico City,Mexico,0.0,red,Decision - Unanimous,3
M,145.0,2729,Yair Rodriguez,3119,Jeremy Stephens,5.0,Herb Dean,9.0,21.0,2019.0,Mexico City,Mexico,0.0,none,Could Not Continue,1
M,205.0,2193,Vinicius Moreira,644,Paul Craig,3.0,Dan Miragliotta,9.0,21.0,2019.0,Mexico City,Mexico,0.0,blue,Submission,1
M,155.0,2585,Claudio Puelles,1952,Marcos Mariano,3.0,Fernando Salas Navarro,9.0,21.0,2019.0,Mexico City,Mexico,0.0,red,Decision - Unanimous,3
F,135.0,913,Sijara Eubanks,621,Bethe Correia,3.0,Jason Herzog,9.0,21.0,2019.0,Mexico City,Mexico,0.0,blue,Decision - Unanimous,3
M,125.0,2523,Sergio Pettis,2263,Tyson Nam,3.0,Herb Dean,9.0,21.0,2019.0,Mexico City,Mexico,0.0,red,Decision - Unanimous,3
M,155.0,522,Donald Cerrone,1041,Justin Gaethje,5.0,Jerin Valel,9.0,14.0,2019.0,Vancouver,Canada,0.0,blue,KO/TKO,1
M,205.0,560,Misha Cirkunov,657,Jimmy Crute,3.0,Yves Lavigne,9.0,14.0,2019.0,Vancouver,Canada,0.0,red,Submission,1
M,135.0,3039,Cole Smith,1516,Miles Johns,3.0,Jerin Valel,9.0,14.0,2019.0,Vancouver,Canada,0.0,blue,Decision - Split,3
M,265.0,3307,Marcin Tybura,2803,Augusto Sakai,3.0,Jason Herzog,9.0,14.0,2019.0,Vancouver,Canada,0.0,blue,KO/TKO,1
M,185.0,1251,Uriah Hall,479,Antonio Carlos Junior,3.0,Jerin Valel,9.0,14.0,2019.0,Vancouver,Canada,0.0,red,Decision - Split,3
